z_sphere_mm,alpha_deg,Fmax_mN,phi_at_Fmax_deg,Fmin_mN,phi_at_Fmin_deg,positive_phase_count,negative_phase_count,all_sampled_phi_negative,phase_points,Fx_hold_corr_mN,elements,DOF,min_quality,same_mesh_verified,status
108.000000000,-20.0000000000,0.0113643774625,90.0000000000,-0.193407954599,270.000000000,15,86,false,101,-0.128222474463,871851,1163671,0.213700000000,true,SUCCESS
109.000000000,-20.0000000000,0.00615742979653,90.0000000000,-0.190044877756,270.000000000,11,90,false,101,-0.128156885234,872014,1163805,0.220600000000,true,SUCCESS
110.000000000,-20.0000000000,0.00156756098894,90.0000000000,-0.186987398441,270.000000000,5,96,false,101,-0.128084131869,872645,1164684,0.218300000000,true,SUCCESS
111.000000000,-20.0000000000,-0.00173698726666,90.0000000000,-0.188755674341,270.000000000,0,101,true,101,-0.128151035319,872131,1164013,0.214300000000,true,SUCCESS
