z_sphere_mm,alpha_deg,phi_deg,Fx_B0_raw_mN,Fx_B1_raw_mN,Fx_B2_raw_mN,Fx_hold_corr_mN,DeltaFx_ball_mN,Fx_total_corr_mN,Fy_total_corr_mN,Fz_total_corr_mN,elements,DOF,min_quality,same_mesh_verified,status
88.0000000000,-20.0000000000,0.00000000000,0.140235969795,0.0121849137513,0.103869329902,-0.128051056044,0.0916844161503,-0.0363666398934,-0.101685415348,0.0722364401473,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,3.60000000000,0.140235969795,0.0121849137513,0.115339454865,-0.128051056044,0.103154541114,-0.0248965149295,-0.101498751475,0.0506784579628,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,7.20000000000,0.140235969795,0.0121849137513,0.126765425271,-0.128051056044,0.114580511520,-0.0134705445236,-0.100911608925,0.0292072358934,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,10.8000000000,0.140235969795,0.0121849137513,0.138102136023,-0.128051056044,0.125917222271,-0.00213383377220,-0.0999263575565,0.00790748655779,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,14.4000000000,0.140235969795,0.0121849137513,0.149304829813,-0.128051056044,0.137119916062,0.00906886001827,-0.0985469360460,-0.0131367824152,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,18.0000000000,0.140235969795,0.0121849137513,0.160329267567,-0.128051056044,0.148144353816,0.0200932977721,-0.0967788373038,-0.0338425801814,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,21.6000000000,0.140235969795,0.0121849137513,0.171131908121,-0.128051056044,0.158946994370,0.0308959383260,-0.0946290847543,-0.0541282729016,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,25.2000000000,0.140235969795,0.0121849137513,0.181670080757,-0.128051056044,0.169485167006,0.0414341109620,-0.0921062038674,-0.0739139050739,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,28.8000000000,0.140235969795,0.0121849137513,0.191902149956,-0.128051056044,0.179717236205,0.0516661801613,-0.0892201889806,-0.0931215011937,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,32.4000000000,0.140235969795,0.0121849137513,0.201787686527,-0.128051056044,0.189602772776,0.0615517167320,-0.0859824616543,-0.111675389320,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,36.0000000000,0.140235969795,0.0121849137513,0.211287620903,-0.128051056044,0.199102707152,0.0710516511083,-0.0824058269368,-0.129502477475,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,39.6000000000,0.140235969795,0.0121849137513,0.220364405021,-0.128051056044,0.208179491270,0.0801284352262,-0.0785044206198,-0.146532559557,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,43.2000000000,0.140235969795,0.0121849137513,0.228982155798,-0.128051056044,0.216797242047,0.0887461860032,-0.0742936545795,-0.162698574061,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,46.8000000000,0.140235969795,0.0121849137513,0.237106803926,-0.128051056044,0.224921890175,0.0968708341312,-0.0697901541356,-0.177936884076,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,50.4000000000,0.140235969795,0.0121849137513,0.244706219619,-0.128051056044,0.232521305867,0.104470249824,-0.0650116947448,-0.192187498533,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,54.0000000000,0.140235969795,0.0121849137513,0.251750354192,-0.128051056044,0.239565440441,0.111514384397,-0.0599771283943,-0.205394345528,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,57.6000000000,0.140235969795,0.0121849137513,0.258211344868,-0.128051056044,0.246026431116,0.117975375073,-0.0547063129382,-0.217505449445,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,61.2000000000,0.140235969795,0.0121849137513,0.264063634242,-0.128051056044,0.251878720491,0.123827664447,-0.0492200317855,-0.228473157868,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,64.8000000000,0.140235969795,0.0121849137513,0.269284073202,-0.128051056044,0.257099159451,0.129048103407,-0.0435399119264,-0.238254330447,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,68.4000000000,0.140235969795,0.0121849137513,0.273852007404,-0.128051056044,0.261667093653,0.133616037609,-0.0376883403321,-0.246810490868,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,72.0000000000,0.140235969795,0.0121849137513,0.277749363691,-0.128051056044,0.265564449940,0.137513393896,-0.0316883750969,-0.254107988183,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,75.6000000000,0.140235969795,0.0121849137513,0.280960722853,-0.128051056044,0.268775809101,0.140724753058,-0.0255636548579,-0.260118129756,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,79.2000000000,0.140235969795,0.0121849137513,0.283473374475,-0.128051056044,0.271288460724,0.143237404680,-0.0193383076302,-0.264817274396,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,82.8000000000,0.140235969795,0.0121849137513,0.285277377102,-0.128051056044,0.273092463351,0.145041407307,-0.0130368541405,-0.268186950695,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,86.4000000000,0.140235969795,0.0121849137513,0.286365591017,-0.128051056044,0.274180677265,0.146129621222,-0.00668411335932,-0.270213909658,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,90.0000000000,0.140235969795,0.0121849137513,0.286733706718,-0.128051056044,0.274548792966,0.146497736923,-0.000305105304844,-0.270890176182,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,93.6000000000,0.140235969795,0.0121849137513,0.286380270149,-0.128051056044,0.274195356398,0.146144300354,0.00607504858531,-0.270213102365,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,97.2000000000,0.140235969795,0.0121849137513,0.285306678574,-0.128051056044,0.273121764823,0.145070708779,0.0124312216339,-0.268185350116,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,100.800000000,0.140235969795,0.0121849137513,0.283517178649,-0.128051056044,0.271332264898,0.143281208854,0.0187383810486,-0.264814890906,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,104.400000000,0.140235969795,0.0121849137513,0.281018852016,-0.128051056044,0.268833938264,0.140782882221,0.0249716864002,-0.260114981765,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,108.000000000,0.140235969795,0.0121849137513,0.277821583208,-0.128051056044,0.265636669456,0.137585613413,0.0311065860690,-0.254104102984,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,111.600000000,0.140235969795,0.0121849137513,0.273938024896,-0.128051056044,0.261753111145,0.133702055101,0.0371189142921,-0.246805899192,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,115.200000000,0.140235969795,0.0121849137513,0.269383540394,-0.128051056044,0.257198626643,0.129147570599,0.0429849844432,-0.238249067686,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,118.800000000,0.140235969795,0.0121849137513,0.264176150770,-0.128051056044,0.251991237018,0.123940180975,0.0486816834782,-0.228467270108,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,122.400000000,0.140235969795,0.0121849137513,0.258336456213,-0.128051056044,0.246151542461,0.118100486418,0.0541865612458,-0.217498982328,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,126.000000000,0.140235969795,0.0121849137513,0.251887556201,-0.128051056044,0.239702642450,0.111651586406,0.0594779190263,-0.205387350890,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,129.600000000,0.140235969795,0.0121849137513,0.244854960613,-0.128051056044,0.232670046862,0.104618990818,0.0645348953141,-0.192180033679,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,133.200000000,0.140235969795,0.0121849137513,0.237266482123,-0.128051056044,0.225081568372,0.0970305123280,0.0693375467140,-0.177928997197,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,136.800000000,0.140235969795,0.0121849137513,0.229152131104,-0.128051056044,0.216967217353,0.0889161613092,0.0738669274454,-0.162690329694,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,140.400000000,0.140235969795,0.0121849137513,0.220543994554,-0.128051056044,0.208359080802,0.0803080247587,0.0781051636720,-0.146524017560,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,144.000000000,0.140235969795,0.0121849137513,0.211476104614,-0.128051056044,0.199291190862,0.0712401348188,0.0820355233468,-0.129493700120,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,147.600000000,0.140235969795,0.0121849137513,0.201984309442,-0.128051056044,0.189799395691,0.0617483396470,0.0856424834143,-0.111666438389,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,151.200000000,0.140235969795,0.0121849137513,0.192106125554,-0.128051056044,0.179921211803,0.0518701557591,0.0889117903421,-0.0931124379256,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,154.800000000,0.140235969795,0.0121849137513,0.181880593452,-0.128051056044,0.169695679700,0.0416446236566,0.0918305174603,-0.0739047872676,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,158.400000000,0.140235969795,0.0121849137513,0.171348118639,-0.128051056044,0.159163204888,0.0311121488442,0.0943871156661,-0.0541191600554,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,162.000000000,0.140235969795,0.0121849137513,0.160550313518,-0.128051056044,0.148365399766,0.0203143437226,0.0965714598481,-0.0338335245921,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,165.600000000,0.140235969795,0.0121849137513,0.149529832721,-0.128051056044,0.137344918970,0.00929386292587,0.0983748894447,-0.0131278388008,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,169.200000000,0.140235969795,0.0121849137513,0.138330202296,-0.128051056044,0.126145288544,-0.00190576749924,0.0997902429518,0.00791626907800,873467,1165768,0.219900000000,true,SUCCESS
88.0000000000,-20.0000000000,172.800000000,0.140235969795,0.0121849137513,0.126995649052,-0.128051056044,0.114810735301,-0.0132403207426,0.100811887152,0.0292158164971,873467,1165768,0.219900000000,true,SUCCESS
