z_sphere_mm,alpha_deg,phi_deg,Fx_B0_raw_mN,Fx_B1_raw_mN,Fx_B2_raw_mN,Fx_hold_corr_mN,DeltaFx_ball_mN,Fx_total_corr_mN,Fy_total_corr_mN,Fz_total_corr_mN,elements,DOF,min_quality,same_mesh_verified,status
108.000000000,-20.0000000000,162.000000000,-0.0781216578110,-0.206344132274,-0.137618773083,-0.128222474463,0.0687253591908,-0.0594971152723,0.0372087576551,0.00337483944385,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,165.600000000,-0.0781216578110,-0.206344132274,-0.143797759471,-0.128222474463,0.0625463728037,-0.0656761016595,0.0378742748798,0.0113496680454,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,169.200000000,-0.0781216578110,-0.206344132274,-0.150076727787,-0.128222474463,0.0562674044872,-0.0719550699759,0.0383901688881,0.0194549287401,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,172.800000000,-0.0781216578110,-0.206344132274,-0.156430894349,-0.128222474463,0.0499132379251,-0.0783092365380,0.0387543931483,0.0276586496803,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,176.400000000,-0.0781216578110,-0.206344132274,-0.162835178531,-0.128222474463,0.0435089537427,-0.0847135207204,0.0389654994567,0.0359284615420,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,180.000000000,-0.0781216578110,-0.206344132274,-0.169264304178,-0.128222474463,0.0370798280966,-0.0911426463666,0.0390226434876,0.0442317338677,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,183.600000000,-0.0781216578110,-0.206344132274,-0.175692897441,-0.128222474463,0.0306512348333,-0.0975712396299,0.0389255885734,0.0525356966261,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,187.200000000,-0.0781216578110,-0.206344132274,-0.182095590075,-0.128222474463,0.0242485421994,-0.103973932264,0.0386747063761,0.0608075811088,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,190.800000000,-0.0781216578110,-0.206344132274,-0.188447113539,-0.128222474463,0.0178970187347,-0.110325455728,0.0382709764379,0.0690147271657,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,194.400000000,-0.0781216578110,-0.206344132274,-0.194722406598,-0.128222474463,0.0116217256758,-0.116600748787,0.0377159813730,0.0771247414120,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,198.000000000,-0.0781216578110,-0.206344132274,-0.200896707073,-0.128222474463,0.00544742520154,-0.122775049262,0.0370119017909,0.0851055990059,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,201.600000000,-0.0781216578110,-0.206344132274,-0.206945655029,-0.128222474463,-0.000601522754684,-0.128823997218,0.0361615070555,0.0929257907583,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,205.200000000,-0.0781216578110,-0.206344132274,-0.212845381784,-0.128222474463,-0.00650124950935,-0.134723723972,0.0351681455145,0.100554421592,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,208.800000000,-0.0781216578110,-0.206344132274,-0.218572615343,-0.128222474463,-0.0122284830686,-0.140450957532,0.0340357297736,0.107961375057,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,212.400000000,-0.0781216578110,-0.206344132274,-0.224104758685,-0.128222474463,-0.0177606264110,-0.145983100874,0.0327687233171,0.115117382478,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,216.000000000,-0.0781216578110,-0.206344132274,-0.229419988711,-0.128222474463,-0.0230758564371,-0.151298330900,0.0313721215489,0.121994175811,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,219.600000000,-0.0781216578110,-0.206344132274,-0.234497339569,-0.128222474463,-0.0281532072953,-0.156375681758,0.0298514325345,0.128564589783,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,223.200000000,-0.0781216578110,-0.206344132274,-0.239316782224,-0.128222474463,-0.0329726499502,-0.161195124413,0.0282126557706,0.134802658241,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,226.800000000,-0.0781216578110,-0.206344132274,-0.243859306775,-0.128222474463,-0.0375151745005,-0.165737648964,0.0264622580341,0.140683729971,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,230.400000000,-0.0781216578110,-0.206344132274,-0.248106996977,-0.128222474463,-0.0417628647031,-0.169985339166,0.0246071479141,0.146184565269,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,234.000000000,-0.0781216578110,-0.206344132274,-0.252043098162,-0.128222474463,-0.0456989658883,-0.173921440351,0.0226546489452,0.151283418242,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,237.600000000,-0.0781216578110,-0.206344132274,-0.255652087768,-0.128222474463,-0.0493079554940,-0.177530429957,0.0206124699596,0.155960140389,871851,1163671,0.213700000000,true,SUCCESS
