z_sphere_mm,alpha_deg,phi_deg,Fx_B0_raw_mN,Fx_B1_raw_mN,Fx_B2_raw_mN,Fx_hold_corr_mN,DeltaFx_ball_mN,Fx_total_corr_mN,Fy_total_corr_mN,Fz_total_corr_mN,elements,DOF,min_quality,same_mesh_verified,status
72.0000000000,-30.0000000000,90.0000000000,0.00526857607970,-0.122880496078,0.431449215450,-0.128149072158,0.554329711528,0.426180639370,0.000159755179338,-0.578064104192,872567,1164608,0.216300000000,true,SUCCESS
76.0000000000,-30.0000000000,90.0000000000,0.226234079334,0.0980257813144,0.574981062287,-0.128208298019,0.476955280972,0.348746982953,0.000106246524686,-0.440016628380,872221,1164128,0.208900000000,true,SUCCESS
80.0000000000,-30.0000000000,90.0000000000,-0.0185818322310,-0.146607209806,0.260887167097,-0.128025377575,0.407494376903,0.279468999328,-0.000251728134996,-0.346497385024,872672,1164761,0.216700000000,true,SUCCESS
84.0000000000,-30.0000000000,90.0000000000,-0.00123683064902,-0.129307133740,0.221664312182,-0.128070303091,0.350971445922,0.222901142831,0.000191790875019,-0.268531693139,872526,1164541,0.220600000000,true,SUCCESS
85.0000000000,-30.0000000000,90.0000000000,-0.00911037164434,-0.137164457862,0.199841593463,-0.128054086217,0.337006051325,0.208951965107,1.83934683569e-05,-0.256457330668,872556,1164611,0.211600000000,true,SUCCESS
88.0000000000,-30.0000000000,90.0000000000,0.140235969820,0.0121849137190,0.314780070521,-0.128051056101,0.302595156802,0.174544100701,-0.000278292298922,-0.210689682674,873467,1165768,0.219900000000,true,SUCCESS
91.0000000000,-30.0000000000,90.0000000000,0.0276557908331,-0.100394601331,0.170420987099,-0.128050392164,0.270815588430,0.142765196266,0.000297028887721,-0.173463069654,872481,1164438,0.219800000000,true,SUCCESS
92.0000000000,-30.0000000000,90.0000000000,0.0531282024962,-0.0750048604969,0.186975490010,-0.128133062993,0.261980350507,0.133847287514,0.000242516513315,-0.160737360890,872708,1164789,0.220600000000,true,SUCCESS
96.0000000000,-30.0000000000,90.0000000000,0.125132831369,-0.00309311092989,0.223533134290,-0.128225942299,0.226626245220,0.0984003029210,-4.11633825881e-05,-0.121616421029,873085,1165330,0.220600000000,true,SUCCESS
96.5000000000,-30.0000000000,90.0000000000,0.118293390518,-0.00982981969846,0.211994984587,-0.128123210216,0.221824804286,0.0937015940695,7.21652780391e-05,-0.119572331637,872789,1164886,0.217900000000,true,SUCCESS
100.000000000,-30.0000000000,90.0000000000,0.0917073284782,-0.0364442468092,0.159481383306,-0.128151575287,0.195925630115,0.0677740548277,0.000269554442035,-0.0977839553023,872842,1164932,0.220600000000,true,SUCCESS
104.000000000,-30.0000000000,90.0000000000,-0.109170540267,-0.237357636501,-0.0666108245789,-0.128187096234,0.170746811922,0.0425597156884,-1.93465308480e-05,-0.0706638771955,872242,1164159,0.208000000000,true,SUCCESS
108.000000000,-30.0000000000,90.0000000000,-0.0781216578318,-0.206344132267,-0.0576157379089,-0.128222474436,0.148728394358,0.0205059199229,0.000218094974481,-0.0570631102626,871851,1163671,0.213700000000,true,SUCCESS
112.000000000,-30.0000000000,90.0000000000,0.138745395471,0.0107345143005,0.140126080789,-0.128010881171,0.129391566488,0.00138068531754,-0.000341935290252,-0.0477021181320,872614,1164652,0.218500000000,true,SUCCESS
113.000000000,-30.0000000000,90.0000000000,0.186066521221,0.0579145619309,0.183118865794,-0.128151959290,0.125204303863,-0.00294765542732,-1.09064108682e-05,-0.0433397319766,872545,1164571,0.218100000000,true,SUCCESS
116.000000000,-30.0000000000,90.0000000000,0.0216546621118,-0.106475793971,0.00666357177579,-0.128130456083,0.113139365747,-0.0149910903360,-9.07586248330e-05,-0.0338628824297,872754,1164842,0.219700000000,true,SUCCESS
120.000000000,-30.0000000000,90.0000000000,0.0196974696302,-0.108446563577,-0.00941130458205,-0.128144033208,0.0990352589954,-0.0291087742123,7.76884449546e-05,-0.0262079806561,871685,1163440,0.212300000000,true,SUCCESS
124.000000000,-30.0000000000,90.0000000000,-0.0750117881886,-0.203144671121,-0.115838189825,-0.128132882932,0.0873064812963,-0.0408264016361,7.66587008167e-05,-0.0197017825909,872428,1164399,0.220600000000,true,SUCCESS
