"z_sphere_mm","alpha_deg","phi_deg","mesh_level","Fx_B0_raw_mN","Fx_B1_raw_mN","Fx_B2_raw_mN","Fx_hold_corr_mN","DeltaFx_ball_mN","Fx_total_corr_mN","Fy_total_corr_mN","Fz_total_corr_mN","elements","DOF","min_quality","same_mesh_verified","release_candidate","status"
"80.0000000000","20.0000000000","180.000000000","LOCAL_M03","-0.0185818322748","-0.146607209776","-0.282878214710","-0.128025377501","-0.136271004935","-0.264296382436","0.152815303932","-0.0873539887806","872672","1164761","0.216700000000","true","MAGNETICALLY_HELD","SUCCESS"
"80.0000000000","20.0000000000","225.000000000","LOCAL_M03","-0.0185818322748","-0.146607209776","-0.442590301426","-0.128025377501","-0.295983091650","-0.424008469151","0.108226044765","0.277742999339","872672","1164761","0.216700000000","true","MAGNETICALLY_HELD","SUCCESS"
"80.0000000000","20.0000000000","270.000000000","LOCAL_M03","-0.0185818322748","-0.146607209776","-0.508526087606","-0.128025377501","-0.361918877831","-0.489944255332","0.000177568019255","0.429021799145","872672","1164761","0.216700000000","true","MAGNETICALLY_HELD","SUCCESS"
"80.0000000000","20.0000000000","315.000000000","LOCAL_M03","-0.0185818322748","-0.146607209776","-0.442187308221","-0.128025377501","-0.295580098445","-0.423605475946","-0.107937846442","0.277577300169","872672","1164761","0.216700000000","true","MAGNETICALLY_HELD","SUCCESS"
"80.0000000000","20.0000000000","360.000000000","LOCAL_M03","-0.0185818322748","-0.146607209776","-0.282310552454","-0.128025377501","-0.135703342679","-0.263728720180","-0.152686350631","-0.0875921787829","872672","1164761","0.216700000000","true","MAGNETICALLY_HELD","SUCCESS"
"100.000000000","20.0000000000","0.00000000000","LOCAL_M03","0.0917073284944","-0.0364442468142","-0.0886549696491","-0.128151575309","-0.0522107228348","-0.180362298143","-0.0564171561250","-0.0535846111362","872842","1164932","0.220600000000","true","MAGNETICALLY_HELD","SUCCESS"
"100.000000000","20.0000000000","45.0000000000","LOCAL_M03","0.0917073284944","-0.0364442468142","0.00287104451950","-0.128151575309","0.0393152913337","-0.0888362839749","-0.0396626419185","-0.189085545287","872842","1164932","0.220600000000","true","MAGNETICALLY_HELD","SUCCESS"
"100.000000000","20.0000000000","90.0000000000","LOCAL_M03","0.0917073284944","-0.0364442468142","0.0407048783368","-0.128151575309","0.0771491251510","-0.0510024501576","0.000291601518938","-0.245274708607","872842","1164932","0.220600000000","true","MAGNETICALLY_HELD","SUCCESS"
"100.000000000","20.0000000000","135.000000000","LOCAL_M03","0.0917073284944","-0.0364442468142","0.00266405538008","-0.128151575309","0.0391083021943","-0.0890432731143","0.0400586895786","-0.189294892732","872842","1164932","0.220600000000","true","MAGNETICALLY_HELD","SUCCESS"
"100.000000000","20.0000000000","180.000000000","LOCAL_M03","0.0917073284944","-0.0364442468142","-0.0889485648824","-0.128151575309","-0.0525043180681","-0.180655893377","0.0563623819907","-0.0538819381291","872842","1164932","0.220600000000","true","MAGNETICALLY_HELD","SUCCESS"
"100.000000000","20.0000000000","225.000000000","LOCAL_M03","0.0917073284944","-0.0364442468142","-0.180447624287","-0.128151575309","-0.144003377473","-0.272154952782","0.0396344270596","0.0816987320589","872842","1164932","0.220600000000","true","MAGNETICALLY_HELD","SUCCESS"
"100.000000000","20.0000000000","270.000000000","LOCAL_M03","0.0917073284944","-0.0364442468142","-0.218253274428","-0.128151575309","-0.181809027614","-0.309960602922","-0.000344946291353","0.137969417207","872842","1164932","0.220600000000","true","MAGNETICALLY_HELD","SUCCESS"
"100.000000000","20.0000000000","315.000000000","LOCAL_M03","0.0917073284944","-0.0364442468142","-0.180239406536","-0.128151575309","-0.143795159722","-0.271946735031","-0.0401385936809","0.0819098663705","872842","1164932","0.220600000000","true","MAGNETICALLY_HELD","SUCCESS"
"100.000000000","20.0000000000","360.000000000","LOCAL_M03","0.0917073284944","-0.0364442468142","-0.0886549706686","-0.128151575309","-0.0522107238544","-0.180362299163","-0.0564171564460","-0.0535846070832","872842","1164932","0.220600000000","true","MAGNETICALLY_HELD","SUCCESS"
"120.000000000","20.0000000000","0.00000000000","LOCAL_M03","0.0196974696411","-0.108446563578","-0.132181184780","-0.128144033219","-0.0237346212027","-0.151878654421","-0.0259484127439","-0.0333031786799","871685","1163440","0.212300000000","true","MAGNETICALLY_HELD","SUCCESS"
"120.000000000","20.0000000000","45.0000000000","LOCAL_M03","0.0196974696411","-0.108446563578","-0.0828708456431","-0.128144033219","0.0255757179345","-0.102568315284","-0.0183456319672","-0.0909445182730","871685","1163440","0.212300000000","true","MAGNETICALLY_HELD","SUCCESS"
"120.000000000","20.0000000000","90.0000000000","LOCAL_M03","0.0196974696411","-0.108446563578","-0.0624628448699","-0.128144033219","0.0459837187077","-0.0821603145110","-2.89370938426e-05","-0.114870123860","871685","1163440","0.212300000000","true","MAGNETICALLY_HELD","SUCCESS"
"120.000000000","20.0000000000","135.000000000","LOCAL_M03","0.0196974696411","-0.108446563578","-0.0829153703946","-0.128144033219","0.0255311931830","-0.102612840036","0.0182759940305","-0.0910759592250","871685","1163440","0.212300000000","true","MAGNETICALLY_HELD","SUCCESS"
"120.000000000","20.0000000000","180.000000000","LOCAL_M03","0.0196974696411","-0.108446563578","-0.132244521177","-0.128144033219","-0.0237979575997","-0.151941990818","0.0258511282682","-0.0334899812469","871685","1163440","0.212300000000","true","MAGNETICALLY_HELD","SUCCESS"
"120.000000000","20.0000000000","225.000000000","LOCAL_M03","0.0196974696411","-0.108446563578","-0.181550491881","-0.128144033219","-0.0731039283032","-0.201247961522","0.0182550611322","0.0241659844089","871685","1163440","0.212300000000","true","MAGNETICALLY_HELD","SUCCESS"
"120.000000000","20.0000000000","270.000000000","LOCAL_M03","0.0196974696411","-0.108446563578","-0.201953602110","-0.128144033219","-0.0935070385327","-0.221651071751","-6.72815462033e-05","0.0481075098698","871685","1163440","0.212300000000","true","MAGNETICALLY_HELD","SUCCESS"
"120.000000000","20.0000000000","315.000000000","LOCAL_M03","0.0196974696411","-0.108446563578","-0.181505445546","-0.128144033219","-0.0730588819687","-0.201202915187","-0.0183789262843","0.0242987229500","871685","1163440","0.212300000000","true","MAGNETICALLY_HELD","SUCCESS"
"120.000000000","20.0000000000","360.000000000","LOCAL_M03","0.0196974696411","-0.108446563578","-0.132181185048","-0.128144033219","-0.0237346214701","-0.151878654689","-0.0259484127385","-0.0333031768008","871685","1163440","0.212300000000","true","MAGNETICALLY_HELD","SUCCESS"
"140.000000000","20.0000000000","0.00000000000","LOCAL_M03","0.0722860985759","-0.0558809486777","-0.0677246329164","-0.128167047254","-0.0118436842387","-0.140010731492","-0.0130874808441","-0.0228964372508","872877","1165044","0.213200000000","true","MAGNETICALLY_HELD","SUCCESS"
"140.000000000","20.0000000000","45.0000000000","LOCAL_M03","0.0722860985759","-0.0558809486777","-0.0415945897976","-0.128167047254","0.0142863588801","-0.113880688373","-0.00925212701902","-0.0492287912303","872877","1165044","0.213200000000","true","MAGNETICALLY_HELD","SUCCESS"
"140.000000000","20.0000000000","90.0000000000","LOCAL_M03","0.0722860985759","-0.0558809486777","-0.0308152881163","-0.128167047254","0.0250656605614","-0.103101386692","-2.19009280546e-07","-0.0601351823253","872877","1165044","0.213200000000","true","MAGNETICALLY_HELD","SUCCESS"
"140.000000000","20.0000000000","135.000000000","LOCAL_M03","0.0722860985759","-0.0558809486777","-0.0417011625755","-0.128167047254","0.0141797861022","-0.113987261151","0.00924929918007","-0.0492264591359","872877","1165044","0.213200000000","true","MAGNETICALLY_HELD","SUCCESS"
"140.000000000","20.0000000000","180.000000000","LOCAL_M03","0.0722860985759","-0.0558809486777","-0.0678753899335","-0.128167047254","-0.0119944412558","-0.140161488509","0.0130789898464","-0.0228932328689","872877","1165044","0.213200000000","true","MAGNETICALLY_HELD","SUCCESS"
"140.000000000","20.0000000000","225.000000000","LOCAL_M03","0.0722860985759","-0.0558809486777","-0.0940053971724","-0.128167047254","-0.0381244484947","-0.166291495748","0.00924477376385","0.00343851648282","872877","1165044","0.213200000000","true","MAGNETICALLY_HELD","SUCCESS"
"140.000000000","20.0000000000","270.000000000","LOCAL_M03","0.0722860985759","-0.0558809486777","-0.104784605834","-0.128167047254","-0.0489036571562","-0.177070704410","-8.12180445944e-06","0.0143444349818","872877","1165044","0.213200000000","true","MAGNETICALLY_HELD","SUCCESS"
"140.000000000","20.0000000000","315.000000000","LOCAL_M03","0.0722860985759","-0.0558809486777","-0.0938987672438","-0.128167047254","-0.0380178185661","-0.166184865820","-0.00925877773038","0.00343631634449","872877","1165044","0.213200000000","true","MAGNETICALLY_HELD","SUCCESS"
"140.000000000","20.0000000000","360.000000000","LOCAL_M03","0.0722860985759","-0.0558809486777","-0.0677246329079","-0.128167047254","-0.0118436842302","-0.140010731484","-0.0130874808393","-0.0228964373038","872877","1165044","0.213200000000","true","MAGNETICALLY_HELD","SUCCESS"
"160.000000000","20.0000000000","0.00000000000","LOCAL_M03","0.204882238457","0.0767635355845","0.0697340682960","-0.128118702872","-0.00702946728848","-0.135148170161","-0.00832244925441","-0.0171574813366","871490","1163220","0.214700000000","true","MAGNETICALLY_HELD","SUCCESS"
"160.000000000","20.0000000000","45.0000000000","LOCAL_M03","0.204882238457","0.0767635355845","0.0822750161062","-0.128118702872","0.00551148052172","-0.122607222350","-0.00595020684951","-0.0301138593906","871490","1163220","0.214700000000","true","MAGNETICALLY_HELD","SUCCESS"
"160.000000000","20.0000000000","90.0000000000","LOCAL_M03","0.204882238457","0.0767635355845","0.0875001728494","-0.128118702872","0.0107366372650","-0.117382065607","-0.000133334005230","-0.0354524011552","871490","1163220","0.214700000000","true","MAGNETICALLY_HELD","SUCCESS"
"160.000000000","20.0000000000","135.000000000","LOCAL_M03","0.204882238457","0.0767635355845","0.0823491172633","-0.128118702872","0.00558558167879","-0.122533121193","0.00572089263174","-0.0300432808422","871490","1163220","0.214700000000","true","MAGNETICALLY_HELD","SUCCESS"
"160.000000000","20.0000000000","180.000000000","LOCAL_M03","0.204882238457","0.0767635355845","0.0698388771036","-0.128118702872","-0.00692465848092","-0.135043361353","0.00818331298185","-0.0170576372380","871490","1163220","0.214700000000","true","MAGNETICALLY_HELD","SUCCESS"
"160.000000000","20.0000000000","225.000000000","LOCAL_M03","0.204882238457","0.0767635355845","0.0572973743426","-0.128118702872","-0.0194661612419","-0.147584864114","0.00581130638010","-0.00410485465090","871490","1163220","0.214700000000","true","MAGNETICALLY_HELD","SUCCESS"
"160.000000000","20.0000000000","270.000000000","LOCAL_M03","0.204882238457","0.0767635355845","0.0520716437546","-0.128118702872","-0.0246918918299","-0.152810594702","-5.80464889866e-06","0.00123004432226","871490","1163220","0.214700000000","true","MAGNETICALLY_HELD","SUCCESS"
"160.000000000","20.0000000000","315.000000000","LOCAL_M03","0.204882238457","0.0767635355845","0.0572232537566","-0.128118702872","-0.0195402818279","-0.147658984700","-0.00586026700648","-0.00417547825270","871490","1163220","0.214700000000","true","MAGNETICALLY_HELD","SUCCESS"
"160.000000000","20.0000000000","360.000000000","LOCAL_M03","0.204882238457","0.0767635355845","0.0697340684345","-0.128118702872","-0.00702946714996","-0.135148170022","-0.00832244927236","-0.0171574819270","871490","1163220","0.214700000000","true","MAGNETICALLY_HELD","SUCCESS"
