target_force_mN,reference_z_mm,z_sphere_mm,alpha_deg,prescan_phi90_Fx_mN,selection_abs_error_mN,Fmax_mN,phi_at_Fmax_deg,Fmax_target_abs_error_mN,Fmin_mN,phi_at_Fmin_deg,positive_phase_count,negative_phase_count,closure_max_mN,closure_Fx_mN,closure_DeltaFx_mN,closure_Fy_mN,closure_Fz_mN,phase_points,status
-0.00173698726666,111.0,113.0,-30.0,-0.00294765542732,0.00121066816066,-0.00294765546232,90.0,0.00121066819566,-0.162459414045,270.0,0,101,6.176000058588649e-10,5.839999317469591e-11,6.26999979713716e-11,7.640000437847405e-11,6.176000058588649e-10,101,SUCCESS
0.0943206028884,94.0,96.5,-30.0,0.0937015940695,0.0006190088188999937,0.0937015941429,90.0,0.0006190087454999993,-0.171966686421,270.0,41,60,5.159999927339953e-10,1.1360000440330253e-10,1.1360000440330253e-10,1.6099996336116362e-11,5.159999927339953e-10,101,SUCCESS
0.146497736923,88.0,91.0,-30.0,0.142765196266,0.0037325406569999886,0.142765196409,90.0,0.003732540513999988,-0.166627026164,270.0,47,54,9.906999942632666e-10,1.8770000137502407e-10,1.880000044529595e-10,4.109999840462564e-11,9.906999942632666e-10,101,SUCCESS
0.210857003344,82.0,85.0,-30.0,0.208951965107,0.0019050382370000007,0.208951965691,90.0,0.0019050376530000135,-0.154138018975,270.0,56,45,8.989999994435394e-10,3.949000015879278e-10,3.9500000492687093e-10,9.599999961640293e-11,8.989999994435394e-10,101,SUCCESS
