target_force_mN,reference_z_mm,selected_z_mm,measured_phi90_Fx_mN,selection_abs_error_mN
-0.00173698726666,111,113,-0.00294765542732,0.00121066816066
0.0943206028884,94,96.5,0.0937015940695,0.0006190088189
0.146497736923,88,91,0.142765196266,0.003732540657
0.210857003344,82,85,0.208951965107,0.001905038237
